,chain,project,action,usd_value_out,usd_value_out_pct_share,usd_value_net,usd_value_net_pct_share,address,style,granularity
19369,Ethereum,0x24549e80bb29ad3484d38ec02d9990baf58a4513,0x24549e80bb29ad3484d38ec02d9990baf58a4513 - 0 | transfer,43922749.276511066,0.00017568036029347008,43922749.276511066,0.00021869411199288726,2.0,Dollar-Weighted,action
47035,Ethereum,0x5928dcf867140d9e32eece2cf838e076d2fb289a,0x5928dcf867140d9e32eece2cf838e076d2fb289a - 0 | transfer,43912512.65955339,0.00017563941630465034,43912512.65955339,0.0002186431432376922,5.0,Dollar-Weighted,action
134264,Ethereum,anyswap_v6,anyswap_v6 - AnyswapV6Router | anySwapOutNative,43734681.729349494,0.0001749281356493146,43734681.729349494,0.0002177577119291696,26.0,Dollar-Weighted,action
29527,Ethereum,0x37ec4b3fad9cabeaaa10a07abf7f0aba82dff6d5,0x37ec4b3fad9cabeaaa10a07abf7f0aba82dff6d5 - 0 | transfer,43681853.43530536,0.0001747168352666146,43681853.43530536,0.0002174946765535525,1.0,Dollar-Weighted,action
35477,Ethereum,0x434587332cc35d33db75b93f4f27cc496c67a4db,0x434587332cc35d33db75b93f4f27cc496c67a4db - 0 | transfer,43630825.30356562,0.00017451273509718523,43630825.30356562,0.00021724060429848433,1.0,Dollar-Weighted,action
78018,Ethereum,0x94bca3f266cd123fcee868490ed0bc9e9341049d,0x94bca3f266cd123fcee868490ed0bc9e9341049d - 0 | 0x,43581417.14114998,0.0001743151144127428,43581417.14114998,0.00021699459797186154,1.0,Dollar-Weighted,action
134404,Ethereum,celer,celer - Bridge | send,43056625.51842242,0.0001722160750111023,43056625.51842242,0.00021438162770464998,41.0,Dollar-Weighted,action
66528,Ethereum,0x7eb6c83ab7d8d9b8618c0ed973cbef71d1921ef2,0x7eb6c83ab7d8d9b8618c0ed973cbef71d1921ef2 - 0 | transfer,42961276.70759979,0.00017183470285852095,42961276.70759979,0.00021390688002022887,305.0,Dollar-Weighted,action
4289,Ethereum,0x077e819d78c42e530da88b8abf6c320118f6a1bb,0x077e819d78c42e530da88b8abf6c320118f6a1bb - 0 | transfer,42910729.704799995,0.0001716325270883359,42910729.704799995,0.00021365520333620322,4.0,Dollar-Weighted,action
24877,Ethereum,0x2ebb9a5111fc3e1ce4ec0b10a9f4ea47525c1ee1,0x2ebb9a5111fc3e1ce4ec0b10a9f4ea47525c1ee1 - 0 | 0x,42837175.26518853,0.00017133832714263632,42837175.26518853,0.00021328897118728427,1.0,Dollar-Weighted,action
120520,Ethereum,0xe5da27388bcbf4d4815653e329ee76db8f0035e1,0xe5da27388bcbf4d4815653e329ee76db8f0035e1 - 0 | transfer,42498205.75902176,0.0001699825312065262,42498205.75902176,0.0002116012208445831,4.0,Dollar-Weighted,action
14541,Ethereum,0x1b20b200a78c6068ce5ea96226d1b53e0a119202,0x1b20b200a78c6068ce5ea96226d1b53e0a119202 - 0 | transfer,42439456.16105754,0.00016974754704211347,42439456.16105754,0.0002113087029269127,8.0,Dollar-Weighted,action
112676,Ethereum,0xd69b55643aaf538b3e346cea436100e2344f7cb5,0xd69b55643aaf538b3e346cea436100e2344f7cb5 - 0 | 0x,42424205.75954017,0.00016968654912924774,21212213.181714427,0.00010561693431289109,3.0,Dollar-Weighted,action
71956,Ethereum,0x892e9e24aea3f27f4c6e9360e312cce93cc98ebe,0x892e9e24aea3f27f4c6e9360e312cce93cc98ebe - 0 | 0x,42409657.89525,0.00016962836119515675,42409657.89525,0.00021116033550030463,3.0,Dollar-Weighted,action
130717,Ethereum,0xf9623fe14733b3ef4f102626a219c9e89a5b5aae,0xf9623fe14733b3ef4f102626a219c9e89a5b5aae - 0 | 0x,42215778.685173005,0.0001688528913067553,42215778.685173005,0.00021019499880394382,1.0,Dollar-Weighted,action
61974,Ethereum,0x75bd062e8908745f4b519559c3b43f780cd82ec2,0x75bd062e8908745f4b519559c3b43f780cd82ec2 - 0 | transfer,42182447.99999999,0.00016871957663778592,42182447.99999999,0.00021002904324068575,1.0,Dollar-Weighted,action
72583,Ethereum,0x8a46b5dd6e1aa09619245ff386cff5a624cddddb,0x8a46b5dd6e1aa09619245ff386cff5a624cddddb - 0 | transfer,42059755.05590148,0.00016822883457405497,42059755.05590148,0.00020941814740881292,1.0,Dollar-Weighted,action
94339,Ethereum,0xb3e45b73401c0acae07751e5c062bf98639c7090,0xb3e45b73401c0acae07751e5c062bf98639c7090 - 0 | 0x,42032209.87590988,0.00016811866052473013,42032209.87590988,0.00020928099823720655,1.0,Dollar-Weighted,action
124361,Ethereum,0xed2f5d2b7ed9067a78fa149ad5b31024a77fd113,0xed2f5d2b7ed9067a78fa149ad5b31024a77fd113 - 0 | transfer,42000949.331157476,0.00016799362591611537,42000949.331157476,0.00020912535003240036,3.0,Dollar-Weighted,action
4715,Ethereum,0x0840ceced9363dbbc63ceae16144c27df47e0072,0x0840ceced9363dbbc63ceae16144c27df47e0072 - 0 | transfer,41961396.58592992,0.00016783542451372983,41961396.58592992,0.00020892841444351075,1.0,Dollar-Weighted,action
72133,Ethereum,0x897b425dab19eb886dc6ae2010fe2a0de85308fa,0x897b425dab19eb886dc6ae2010fe2a0de85308fa - 0 | transfer,41952593.84686688,0.0001678002156892451,40441870.13866688,0.0002013625973553803,36.0,Dollar-Weighted,action
100439,Ethereum,0xbf8273b3b48aab5cc2ca325a155b6ddc80f2cf00,0xbf8273b3b48aab5cc2ca325a155b6ddc80f2cf00 - 0 | transfer,41866284.75854848,0.00016745500023752276,41866284.75854848,0.00020845484671444493,2.0,Dollar-Weighted,action
130208,Ethereum,0xf85db42fc79b153eac3725f0382fadaa34bae40a,0xf85db42fc79b153eac3725f0382fadaa34bae40a - 0 | transfer,41760623.6706516,0.000167032381473978,41760623.6706516,0.00020792875355838265,3.0,Dollar-Weighted,action
135482,Ethereum,tokenlon,tokenlon - Tokenlon | toRFQ,41510072.34634657,0.00016603023685300247,41510072.34634657,0.00020668124286563026,73.0,Dollar-Weighted,action
103885,Ethereum,0xc6093fd9cc143f9f058938868b2df2daf9a91d28,0xc6093fd9cc143f9f058938868b2df2daf9a91d28 - 0 | execute,41405844.59659949,0.0001656133510949441,0.0,0.0,1.0,Dollar-Weighted,action
42931,Ethereum,0x517bb391cb3a6d879762eb655e48a478498c3698,0x517bb391cb3a6d879762eb655e48a478498c3698 - 0 | transfer,41307000.06690199,0.00016521799691342475,41307000.06690199,0.00020567013330270373,2.0,Dollar-Weighted,action
4032,Ethereum,0x06f6bbe65d594e046971a1a0337c838e454bef33,0x06f6bbe65d594e046971a1a0337c838e454bef33 - 0 | 0x,41283473.48335648,0.0001651238962766971,41283473.48335648,0.00020555299297379763,1.0,Dollar-Weighted,action
111671,Ethereum,0xd4b69e8d62c880e9dd55d419d5e07435c3538342,0xd4b69e8d62c880e9dd55d419d5e07435c3538342 - 0 | transfer,41267192.65622327,0.0001650587769109071,39572305.256167546,0.00019703297949377502,16.0,Dollar-Weighted,action
46762,Ethereum,0x58a82215fe1874e3e450e2b56171b950aa9ecbfb,0x58a82215fe1874e3e450e2b56171b950aa9ecbfb - 0 | transfer,41223660.330881186,0.00016488465815180204,41223660.330881186,0.00020525517955178867,3.0,Dollar-Weighted,action
87312,Ethereum,0xa668268d6b9d5f69adb83418a2da2c542cf28c1c,0xa668268d6b9d5f69adb83418a2da2c542cf28c1c - 0 | transfer,41178304.8688,0.00016470324728725123,1004143.1312000006,4.999691367429471e-06,2.0,Dollar-Weighted,action
35146,Ethereum,0x42ae1d6a320e93f119d6f136912cfa12f0799b8a,0x42ae1d6a320e93f119d6f136912cfa12f0799b8a - 0 | transfer,40957984.6325399,0.00016382201969736501,39550909.9493015,0.00019692645092457211,37.0,Dollar-Weighted,action
14645,Ethereum,0x1b545e8910d422cefcb3044368f7f3ab7110162c,0x1b545e8910d422cefcb3044368f7f3ab7110162c - 0 | transfer,40831831.844000004,0.00016331743909374222,40831831.844000004,0.00020330424104262246,2.0,Dollar-Weighted,action
75689,Ethereum,0x9036b1eb7630d9a45720fd80d05d46262f460529,0x9036b1eb7630d9a45720fd80d05d46262f460529 - 0 | transfer,40656873.62341322,0.0001626176485811882,35280934.7879841,0.00017566597790050803,9.0,Dollar-Weighted,action
49349,Ethereum,0x5d9b56bbdaf107a1cc3dd2de61e8ea897cc6dde0,0x5d9b56bbdaf107a1cc3dd2de61e8ea897cc6dde0 - 0 | transfer,40610278.85767008,0.00016243128080211292,40610278.85767008,0.00020220111488583825,2.0,Dollar-Weighted,action
131480,Ethereum,0xfacbcde5c01ba8ec136f91843307b9a8691072dc,0xfacbcde5c01ba8ec136f91843307b9a8691072dc - 0 | transfer,40505402.51239766,0.0001620118008190242,40505402.51239766,0.00020167892901231695,3.0,Dollar-Weighted,action
114201,Ethereum,0xd9a555c9c222fd11782bb23ec15d61d0dda144cb,0xd9a555c9c222fd11782bb23ec15d61d0dda144cb - 0 | transfer,40255900.0,0.00016101385119168636,40255900.0,0.00020043664041955847,3.0,Dollar-Weighted,action
86294,Ethereum,0xa47c7d85a8371833b1e501fde59acb859b21585a,0xa47c7d85a8371833b1e501fde59acb859b21585a - 0 | transfer,40243446.279980004,0.0001609640393275352,40243446.279980004,0.00020037463256973934,2.0,Dollar-Weighted,action
56927,Ethereum,0x6be545e0c72dfb01c3f62cec2e873e5fe19a34b9,0x6be545e0c72dfb01c3f62cec2e873e5fe19a34b9 - 0 | transfer,40201009.7489281,0.00016079430348022133,40201009.7489281,0.0002001633384311136,2.0,Dollar-Weighted,action
82386,Ethereum,0x9d1f8ba550213c7bf61431c4144fda645abd8adf,0x9d1f8ba550213c7bf61431c4144fda645abd8adf - 0 | transfer,40193023.020619035,0.0001607623585011384,40193023.020619035,0.0002001235720120244,3.0,Dollar-Weighted,action
94189,Ethereum,0xb3a05562599bc25cbda4687623b6d84a86855cd6,0xb3a05562599bc25cbda4687623b6d84a86855cd6 - 0 | transfer,40193021.679635,0.00016076235313752704,40193021.679635,0.00020012356533518114,2.0,Dollar-Weighted,action
66879,Ethereum,0x7f62d35b22a23f41d9dcfb9ae1926401a3eff6ac,0x7f62d35b22a23f41d9dcfb9ae1926401a3eff6ac - 0 | transfer,40158424.16871616,0.0001606239714723627,40158424.16871616,0.0001999513021674107,4.0,Dollar-Weighted,action
26462,Ethereum,0x31e9b3373f2ad5d964cad0fd01332d6550cbbde6,0x31e9b3373f2ad5d964cad0fd01332d6550cbbde6 - 0 | 0x,40146798.45,0.00016057747141290905,40146798.45,0.000199893416987799,10.0,Dollar-Weighted,action
105489,Ethereum,0xc8e9e810eb5c39a15332e83be0f85cf9f4a661fa,0xc8e9e810eb5c39a15332e83be0f85cf9f4a661fa - 0 | transfer,40079707.201776,0.00016030912266756228,0.0,0.0,1.0,Dollar-Weighted,action
49934,Ethereum,0x5ece9a261966c0789ee6f0b80da9dfec718230ae,0x5ece9a261966c0789ee6f0b80da9dfec718230ae - 0 | transfer,40026121.432,0.0001600947925653734,40026121.432,0.00019929255857788214,1.0,Dollar-Weighted,action
21025,Ethereum,0x276cdba3a39abf9cedba0f1948312c0681e6d5fd,0x276cdba3a39abf9cedba0f1948312c0681e6d5fd - 0 | transfer,40023002.69335455,0.00016008231836605943,40023002.69335455,0.000199277030183375,169.0,Dollar-Weighted,action
27185,Ethereum,0x33566c9d8be6cf0b23795e0d380e112be9d75836,0x33566c9d8be6cf0b23795e0d380e112be9d75836 - 0 | 0x,39932900.81114489,0.00015972193265727645,27588219.605731815,0.0001373634685333052,12.0,Dollar-Weighted,action
59082,Ethereum,0x7000042970cbbd3c1647f9e095561446d4afc79b,0x7000042970cbbd3c1647f9e095561446d4afc79b - 0 | transfer,39877586.62253722,0.00015950068929833366,16040178.741302514,7.986505179702597e-05,10.0,Dollar-Weighted,action
67471,Ethereum,0x8096d303499a09f8db6dc50bbd5a48e5aa46ef84,0x8096d303499a09f8db6dc50bbd5a48e5aa46ef84 - 0 | transfer,39820745.364876,0.00015927333803298843,39820745.364876,0.0001982699783122089,2.0,Dollar-Weighted,action
106519,Ethereum,0xcaef38b2d9f003e6023c89a8867b2c9fe5e11af7,0xcaef38b2d9f003e6023c89a8867b2c9fe5e11af7 - 0 | transfer,39804424.16871616,0.00015920805720086816,39804424.16871616,0.00019818871405713308,3.0,Dollar-Weighted,action
72037,Ethereum,0x895031a8ff2612d7d40d89f3969db7ec50f15156,0x895031a8ff2612d7d40d89f3969db7ec50f15156 - 0 | transfer,39791419.44956361,0.00015915604147362272,39791419.44956361,0.00019812396274821841,2.0,Dollar-Weighted,action
135481,Ethereum,tokenlon,tokenlon - Tokenlon | toPMM,39751194.77947663,0.00015899515253452014,39751194.77947663,0.00019792368160348635,75.0,Dollar-Weighted,action
115323,Ethereum,0xdbd52af44575d14a4944b9d24fc43f6a0637494c,0xdbd52af44575d14a4944b9d24fc43f6a0637494c - 0 | 0x,39672831.0,0.00015868171639404216,39672831.0,0.00019753350345099507,1.0,Dollar-Weighted,action
128996,Ethereum,0xf60444fe54ff46ae29053a67e6b0fdd17b15a6b9,0xf60444fe54ff46ae29053a67e6b0fdd17b15a6b9 - 0 | transfer,39659595.124482,0.0001586287760973143,36638349.124482,0.00018242462866387396,15.0,Dollar-Weighted,action
34546,Ethereum,0x4186b91adcaf469557733b8df5938f69efc018bf,0x4186b91adcaf469557733b8df5938f69efc018bf - 0 | 0x,39646842.21197849,0.0001585777675356848,39646842.21197849,0.00019740410365221754,1.0,Dollar-Weighted,action
127887,Ethereum,0xf3e5d62a73b5f5db0a20b2de751c403257d6e93c,0xf3e5d62a73b5f5db0a20b2de751c403257d6e93c - 0 | transfer,39643038.89383626,0.00015856255518416893,29463231.4093418,0.0001466992694137377,9.0,Dollar-Weighted,action
104471,Ethereum,0xc718dbb4748bdb941a60435c86285275dcf80d86,0xc718dbb4748bdb941a60435c86285275dcf80d86 - 0 | transfer,39627424.16871616,0.00015850010006512088,39627424.16871616,0.00019730742000199428,3.0,Dollar-Weighted,action
63079,Ethereum,0x77f33da6046a03ebb0e6d33a26cb49bd738774ff,0x77f33da6046a03ebb0e6d33a26cb49bd738774ff - 0 | transfer,39584179.443332195,0.00015832713163619992,39584179.443332195,0.0001970921018133107,21.0,Dollar-Weighted,action
111791,Ethereum,0xd4f60a1a59e93368d265c8eedb05741e726c6d25,0xd4f60a1a59e93368d265c8eedb05741e726c6d25 - 0 | transfer,39568442.16233348,0.00015826418632331688,35244866.917972825,0.00017548639372298,4.0,Dollar-Weighted,action
24210,Ethereum,0x2d7231aedc70199401c40bfc61a7560a3ec017de,0x2d7231aedc70199401c40bfc61a7560a3ec017de - 0 | transfer,39523268.6,0.00015808350301370607,39523268.6,0.00019678882291996518,3.0,Dollar-Weighted,action
48264,Ethereum,0x5b990c664ae7e759763acfec76e11c289c53be77,0x5b990c664ae7e759763acfec76e11c289c53be77 - 0 | 0x,39499971.86829854,0.00015799032172869116,39499971.86829854,0.00019667282703774675,12.0,Dollar-Weighted,action
105755,Ethereum,0xc965b39c80108c74c36267125e4c2a8ec73ef802,0xc965b39c80108c74c36267125e4c2a8ec73ef802 - 0 | transfer,39332424.16871616,0.0001573201715055421,39332424.16871616,0.00019583859657676297,2.0,Dollar-Weighted,action
94697,Ethereum,0xb496a588660666002272fa2622d94e0024795d00,0xb496a588660666002272fa2622d94e0024795d00 - 0 | transfer,39223527.6114,0.00015688461164785686,39223527.6114,0.00019529639381637984,6.0,Dollar-Weighted,action
69925,Ethereum,0x855f5981e831d83e6a4b4ebfcadaa68d92333170,0x855f5981e831d83e6a4b4ebfcadaa68d92333170 - 0 | transfer,39214424.16871616,0.0001568482000817106,39214424.16871616,0.00019525106720667042,1.0,Dollar-Weighted,action
94381,Ethereum,0xb3f923eabaf178fc1bd8e13902fc5c61d3ddef5b,0xb3f923eabaf178fc1bd8e13902fc5c61d3ddef5b - 0 | 0x,39182890.383101195,0.00015672207257581657,39182890.383101195,0.00019509405851854335,4.0,Dollar-Weighted,action
134984,Ethereum,lido,lido - steth | submit,39113631.09214452,0.00015644505218457603,39113631.09214452,0.0001947492121830448,47.0,Dollar-Weighted,action
120664,Ethereum,0xe6240fb3e83677b10cdc81ea6c22ea9477f218da,0xe6240fb3e83677b10cdc81ea6c22ea9477f218da - 0 | transfer,39098985.84672242,0.00015638647474954017,39098985.84672242,0.0001946762925913694,1.0,Dollar-Weighted,action
119945,Ethereum,0xe4d63bdfb451227a49b6ddc047d680cc7e84b6cb,0xe4d63bdfb451227a49b6ddc047d680cc7e84b6cb - 0 | 0x,39032256.12427921,0.00015611957201976557,39032256.12427921,0.0001943440411354922,1.0,Dollar-Weighted,action
84067,Ethereum,0xa042452ba17c463e8cd9aa5264c0912bbfe0c86b,0xa042452ba17c463e8cd9aa5264c0912bbfe0c86b - 0 | transfer,38935543.51207663,0.00015573274499193748,38935543.51207663,0.00019386250299881946,1.0,Dollar-Weighted,action
40371,Ethereum,0x4caab33b374048d87f8e7f383f88bd8f08b93440,0x4caab33b374048d87f8e7f383f88bd8f08b93440 - 0 | 0x,38729643.88804077,0.0001549091963586953,38729643.88804077,0.00019283731591058153,1.0,Dollar-Weighted,action
11393,Ethereum,0x15279d5b79d6263210ffd77791ee0c7855c9fe6b,0x15279d5b79d6263210ffd77791ee0c7855c9fe6b - 0 | transfer,38713714.05043174,0.00015484548086600261,38713714.05043174,0.0001927580002541738,3.0,Dollar-Weighted,action
82560,Ethereum,0x9d6ca828571c7678c47fb5bffff9bb2b511ab214,0x9d6ca828571c7678c47fb5bffff9bb2b511ab214 - 0 | transfer,38685416.6008408,0.00015473229792045822,38685416.6008408,0.00019261710548524677,2.0,Dollar-Weighted,action
48519,Ethereum,0x5c1481fd6c642d2e33e78b76fd6f338cf360fc26,0x5c1481fd6c642d2e33e78b76fd6f338cf360fc26 - 0 | transfer,38685261.1148334,0.0001547316760140828,37668616.8712434,0.00018755439612388563,9.0,Dollar-Weighted,action
111443,Ethereum,0xd43ee7e3d108e5299a753afce2a60e3afa2e7cba,0xd43ee7e3d108e5299a753afce2a60e3afa2e7cba - 0 | 0x,38567178.77746603,0.00015425937526072152,38567178.77746603,0.00019202839197771717,3.0,Dollar-Weighted,action
70912,Ethereum,0x873aec97cd7d432534aa138adcfa2376ce6d6b0b,0x873aec97cd7d432534aa138adcfa2376ce6d6b0b - 0 | transfer,38447023.33963332,0.00015377878260754355,31661499.19045932,0.00015764458199623497,55.0,Dollar-Weighted,action
95462,Ethereum,0xb60c61dbb7456f024f9338c739b02be68e3f545c,0xb60c61dbb7456f024f9338c739b02be68e3f545c - 0 | transfer,38121147.12325926,0.00015247535665979022,3054006.011722191,1.5206086680728306e-05,10.0,Dollar-Weighted,action
86432,Ethereum,0xa4ba59edffeb8bf4036907b3cd2bc4da8c90f5c5,0xa4ba59edffeb8bf4036907b3cd2bc4da8c90f5c5 - 0 | 0x,37914385.40668097,0.00015164835986515205,37914385.40668097,0.00018877809301214154,1.0,Dollar-Weighted,action
27445,Ethereum,0x33d5b22e5b11af2779bfbf29c43ec3b9287b2120,0x33d5b22e5b11af2779bfbf29c43ec3b9287b2120 - 0 | transfer,37896497.920882,0.00015157681425378506,37896497.920882,0.00018868903010312452,5.0,Dollar-Weighted,action
89669,Ethereum,0xaadab7f17044cd38392adbd8f3f40e4a18dfb2d9,0xaadab7f17044cd38392adbd8f3f40e4a18dfb2d9 - 0 | transfer,37734157.350999005,0.00015092749128841815,37734157.350999005,0.000187880726266143,1.0,Dollar-Weighted,action
9993,Ethereum,0x1287c7a502c9f0e0bd048fe1b7a318774ecf2b6b,0x1287c7a502c9f0e0bd048fe1b7a318774ecf2b6b - 0 | transfer,37596187.99642849,0.00015037564728230153,37596187.99642849,0.00018719376823238973,1.0,Dollar-Weighted,action
71388,Ethereum,0x881d40237659c251811cec9c364ef91dc08d300c,0x881d40237659c251811cec9c364ef91dc08d300c - 0 | 0x5f575529,37571536.525845,0.00015027704736983685,37571536.525845,0.00018707102702066283,79.0,Dollar-Weighted,action
99709,Ethereum,0xbe316b3fdaf02eeea098c5e1d3c30fe72506531f,0xbe316b3fdaf02eeea098c5e1d3c30fe72506531f - 0 | transfer,37562817.96188761,0.00015024217522538997,37562817.96188761,0.00018702761674617137,5.0,Dollar-Weighted,action
96126,Ethereum,0xb752b6dfe409ca926c78b1595bcf7442160c07c7,0xb752b6dfe409ca926c78b1595bcf7442160c07c7 - 0 | transfer,37418469.586011,0.0001496648166788624,37418469.586011,0.00018630889716691147,3.0,Dollar-Weighted,action
70269,Ethereum,0x860424e9e243a53383257d152d422b6f59c933a4,0x860424e9e243a53383257d152d422b6f59c933a4 - 0 | execute,37364139.99,0.00014944751145186662,37364139.99,0.00018603838671503247,1.0,Dollar-Weighted,action
134474,Ethereum,cow_protocol,cow_protocol - CoWSwapEthFlow | createOrder,37285592.96407623,0.000149133342369977,37285592.96407623,0.00018564729616703555,51.0,Dollar-Weighted,action
40834,Ethereum,0x4d7f1790644af787933c9ff0e2cff9a9b4299abb,0x4d7f1790644af787933c9ff0e2cff9a9b4299abb - 0 | 0x,37090745.7,0.0001483540005000132,37090745.7,0.00018467713946934946,11.0,Dollar-Weighted,action
85243,Ethereum,0xa294cca691e4c83b1fc0c8d63d9a3eef0a196de1,0xa294cca691e4c83b1fc0c8d63d9a3eef0a196de1 - 0 | transfer,37073800.98248566,0.00014828622573347363,37073800.98248566,0.0001845927706625054,10.0,Dollar-Weighted,action
135090,Ethereum,morpho_compound,morpho_compound - Morpho | repay,37073623.19966426,0.00014828551464524188,37073623.19966426,0.0001845918854707336,17.0,Dollar-Weighted,action
133172,Ethereum,0xfdfba9edf3cda60b817591b1f7e3dee8a41e9278,0xfdfba9edf3cda60b817591b1f7e3dee8a41e9278 - 0 | transfer,37045479.56999999,0.00014817294694215348,37045479.56999999,0.00018445175658082886,3.0,Dollar-Weighted,action
72046,Ethereum,0x8953f9c087b9f5b15e4600b3637b3f8591e202e3,0x8953f9c087b9f5b15e4600b3637b3f8591e202e3 - 0 | transfer,36909292.14653498,0.00014762823022892698,36909292.14653498,0.00018377367089334644,40.0,Dollar-Weighted,action
20986,Ethereum,0x275cb564f0aec3376c9a1d77212230a30d919b85,0x275cb564f0aec3376c9a1d77212230a30d919b85 - 0 | 0x,36864635.34380008,0.00014744961383256636,36864635.34380008,0.00018355132188333645,1.0,Dollar-Weighted,action
134584,Ethereum,curvefi,curvefi - frxeth_eth_pool | add_liquidity,36827449.06304204,0.00014730087771497,36827449.06304204,0.0001833661690688461,38.0,Dollar-Weighted,action
125761,Ethereum,0xefcec861d205f57642fb3c2c661477b1c11ae724,0xefcec861d205f57642fb3c2c661477b1c11ae724 - 0 | transfer,36686639.764142364,0.00014673767461928866,36686639.764142364,0.00018266507077489955,2.0,Dollar-Weighted,action
85563,Ethereum,0xa329c732bdc2d2697b6a32a23b52780ffb2d58d1,0xa329c732bdc2d2697b6a32a23b52780ffb2d58d1 - 0 | transfer,36661250.478738464,0.00014663612362621965,36661250.478738464,0.0001825386559370991,2.0,Dollar-Weighted,action
28104,Ethereum,0x352e0242a58c4f43dc40f3ee9a2ea14ccc6bb2ea,0x352e0242a58c4f43dc40f3ee9a2ea14ccc6bb2ea - 0 | transfer,36647764.365093485,0.00014658218243758427,34137657.39721652,0.00016997352836458675,17.0,Dollar-Weighted,action
130743,Ethereum,0xf96c254ce588a6c8dc1b3ac259741a4def788f0a,0xf96c254ce588a6c8dc1b3ac259741a4def788f0a - 0 | transfer,36255455.541,0.00014501304214699896,36255455.541,0.00018051817759679218,2.0,Dollar-Weighted,action
